ID,Name,Company,Category,Subcategory,Input Type,Output Type,Task Description,Cost,Ease of Use,Integration,Languages,Rating,Popularity,Accuracy ,Speed ,Training Domain,Link,Unnamed: 18
674.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
675.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
676.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
677.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
678.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
679.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
680.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
681.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
682.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
683.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
684.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
685.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
686.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
687.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
688.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
689.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
690.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
691.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
692.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
693.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
694.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
695.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
696.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
697.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
698.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
699.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
700.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
701.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
702.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
703.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
704.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
705.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
706.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
707.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
708.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
709.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
710.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
711.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
712.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
713.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
714.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
715.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
716.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
717.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
718.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
719.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
720.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
721.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
722.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
723.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
724.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
725.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
726.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
727.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
728.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
729.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
730.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
731.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
732.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
733.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
734.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
735.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
736.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
737.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
738.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
739.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
740.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
741.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
742.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
743.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
744.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
745.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
746.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
747.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
748.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
749.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
750.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
751.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
752.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
753.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
754.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
755.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
756.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
757.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
758.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
759.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
760.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
761.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
762.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
763.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
764.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
765.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
766.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
767.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
768.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
769.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
770.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
771.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
772.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
773.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
774.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
775.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
776.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
777.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
778.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
779.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
780.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
781.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
782.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
783.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
784.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
785.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
786.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
787.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
788.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
789.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
790.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
791.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
792.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
793.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
794.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
795.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
796.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
797.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
798.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
799.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
800.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
801.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
802.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
803.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
804.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
805.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
806.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
807.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
808.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
809.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
810.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
811.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
812.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
813.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
814.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
815.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
816.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
817.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
818.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
819.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
820.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
821.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
822.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
823.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
824.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
825.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
826.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
827.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
828.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
829.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
830.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
831.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
832.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
833.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
834.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
835.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
836.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
837.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
838.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
839.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
840.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
841.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
842.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
843.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
844.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
845.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
846.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
847.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
848.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
849.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
850.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
851.0,nan,nan,nan,nan,nan,nan,unknown,unknown,0.0,nan,nan,0.9199999999999999,0.5,unknown,unknown,nan,unknown,unknown
